pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,planet_type
Kepler-125 b,Kepler-125,1,2,Transit,2014,4.164389,,0.041,2.37,,,,,3810.0,0.51,,,,4.74,183.365,Neptune-like
Kepler-125 c,Kepler-125,1,2,Transit,2014,5.774464,,0.051,0.74,,,,,3810.0,0.51,,,,4.74,183.365,Terrestrial
Kepler-1250 b,Kepler-1250,1,1,Transit,2016,2.60754383,,,1.92,,,,,5717.0,0.98,0.99,0.04,[Fe/H],4.46,2126.85,Super Earth
Kepler-1251 b,Kepler-1251,1,1,Transit,2016,45.0904643,,,1.84,,,,,5545.0,0.89,0.92,-0.04,[Fe/H],4.51,902.204,Super Earth
Kepler-1252 b,Kepler-1252,1,1,Transit,2016,15.0540329,,,1.67,,,,,5949.0,1.09,1.06,0.03,[Fe/H],4.38,648.979,Super Earth
Kepler-1253 b,Kepler-1253,1,1,Transit,2016,68.8861915,,,1.33,,,,,5850.0,1.1,0.97,-0.14,[Fe/H],4.33,514.524,Super Earth
Kepler-1254 b,Kepler-1254,1,3,Transit,2016,9.99113313,,,1.55,,,,,4985.0,0.75,0.78,-0.1,[Fe/H],4.59,622.818,Super Earth
Kepler-1254 c,Kepler-1254,1,3,Transit,2016,3.60084276,,,1.3,,,,,4985.0,0.75,0.78,-0.1,[Fe/H],4.59,622.818,Super Earth
Kepler-1254 d,Kepler-1254,1,3,Transit,2016,5.72717226,,,1.31,,,,,4985.0,0.75,0.78,-0.1,[Fe/H],4.59,622.818,Super Earth
Kepler-1255 b,Kepler-1255,1,1,Transit,2016,36.2919336,,,2.32,,,,,6018.0,1.12,1.08,0.02,[Fe/H],4.37,1617.07,Neptune-like
Kepler-1256 b,Kepler-1256,1,1,Transit,2016,12.4127754,,,1.49,,,,,6129.0,1.36,1.17,0.05,[Fe/H],4.23,891.192,Super Earth
Kepler-1257 b,Kepler-1257,1,1,Transit,2016,2.66831376,,,1.52,,,,,5502.0,0.87,0.9,-0.09,[Fe/H],4.52,1105.95,Super Earth
Kepler-1258 b,Kepler-1258,1,1,Transit,2016,0.98494017,,,0.86,,,,,5839.0,0.99,0.99,-0.07,[Fe/H],4.45,717.555,Terrestrial
Kepler-1259 b,Kepler-1259,1,1,Transit,2016,0.66308526,,,1.43,,,,,5053.0,0.77,0.8,-0.07,[Fe/H],4.58,805.562,Super Earth
Kepler-126 b,Kepler-126,1,3,Transit,2014,10.495711,,0.099,1.52,,,,,6239.0,1.36,,,,4.25,237.401,Super Earth
Kepler-126 c,Kepler-126,1,3,Transit,2014,21.869741,,0.162,1.58,,,,,6239.0,1.36,,,,4.25,237.401,Super Earth
Kepler-126 d,Kepler-126,1,3,Transit,2014,100.283134,,0.448,2.5,,,,,6239.0,1.36,,,,4.25,237.401,Neptune-like
Kepler-1260 b,Kepler-1260,1,1,Transit,2016,19.1187753,,,1.77,,,,,5961.0,1.08,1.06,0.01,[Fe/H],4.39,1734.43,Super Earth
Kepler-1261 b,Kepler-1261,1,1,Transit,2016,48.4308991,,,2.26,,,,,5006.0,0.77,0.82,0.03,[Fe/H],4.58,744.294,Neptune-like
Kepler-1262 b,Kepler-1262,1,1,Transit,2016,8.67900242,,,1.82,,,,,5771.0,0.98,0.99,-0.02,[Fe/H],4.45,1054.87,Super Earth
Kepler-1263 b,Kepler-1263,1,1,Transit,2016,4.55139967,,,1.14,,,,,5213.0,0.8,0.84,-0.03,[Fe/H],4.56,664.83,Super Earth
Kepler-1264 b,Kepler-1264,1,1,Transit,2016,0.96852602,,,1.18,,,,,5791.0,0.98,0.99,-0.02,[Fe/H],4.45,801.993,Super Earth
Kepler-1265 b,Kepler-1265,1,1,Transit,2016,6.49441289,,,1.35,,,,,4630.0,0.69,0.71,-0.1,[Fe/H],4.63,583.641,Super Earth
Kepler-1266 b,Kepler-1266,1,2,Transit,2016,28.474748,,,2.58,,,,,5044.0,0.76,0.8,-0.07,[Fe/H],4.59,849.312,Neptune-like
Kepler-1266 c,Kepler-1266,1,2,Transit,2021,4.86631012,,,1.68,,,,,4996.0,0.83,0.79,0.14,[Fe/H],4.5,849.312,Super Earth
Kepler-1267 b,Kepler-1267,1,1,Transit,2016,13.0313945,,,3.01,,,,,6096.0,1.2,1.15,0.07,[Fe/H],4.33,1379.43,Neptune-like
Kepler-1268 b,Kepler-1268,1,1,Transit,2016,40.9903986,,,2.03,,,,,5904.0,1.09,1.06,0.05,[Fe/H],4.38,1840.77,Super Earth
Kepler-1269 b,Kepler-1269,1,1,Transit,2016,37.3331536,,,1.63,,,,,5998.0,1.15,1.1,0.07,[Fe/H],4.36,1097.23,Super Earth
Kepler-127 b,Kepler-127,1,3,Transit,2014,14.435889,,0.125,1.4,,,,,6106.0,1.36,,,,4.26,352.794,Super Earth
Kepler-127 c,Kepler-127,1,3,Transit,2014,29.393195,,0.2,2.66,,,,,6106.0,1.36,,,,4.26,352.794,Neptune-like
Kepler-127 d,Kepler-127,1,3,Transit,2014,48.630408,,0.28,2.64,,,,,6106.0,1.36,,,,4.26,352.794,Neptune-like
Kepler-1270 b,Kepler-1270,1,1,Transit,2016,6.03356196,,,3.32,,,,,5047.0,3.38,1.28,-0.02,[Fe/H],3.49,1095.05,Neptune-like
Kepler-1271 b,Kepler-1271,1,1,Transit,2016,3.0255955,,,1.48,,,,,6143.0,1.23,1.13,-0.01,[Fe/H],4.31,831.991,Super Earth
Kepler-1272 b,Kepler-1272,1,1,Transit,2016,51.1309704,,,2.37,,,,,5926.0,1.09,1.06,0.06,[Fe/H],4.39,1206.37,Neptune-like
Kepler-1273 b,Kepler-1273,1,1,Transit,2016,28.625653,,,2.49,,,,,5566.0,0.91,0.94,0.03,[Fe/H],4.5,1114.24,Neptune-like
Kepler-1274 b,Kepler-1274,1,1,Transit,2016,6.98152703,,,1.42,,,,,6179.0,2.17,1.45,0.11,[Fe/H],3.93,614.648,Super Earth
Kepler-1275 b,Kepler-1275,1,1,Transit,2016,3.65691115,,,1.48,,,,,6296.0,1.36,1.23,0.04,[Fe/H],4.26,1153.98,Super Earth
Kepler-1276 b,Kepler-1276,1,1,Transit,2016,12.5720095,,,1.19,,,,,6188.0,1.21,1.14,-0.02,[Fe/H],4.33,538.481,Super Earth
Kepler-1277 b,Kepler-1277,1,1,Transit,2016,40.8365012,,,1.6,,,,,5578.0,0.92,0.94,-0.01,[Fe/H],4.49,557.193,Super Earth
Kepler-1278 b,Kepler-1278,1,1,Transit,2016,3.23941344,,,1.01,,,,,6074.0,1.16,1.11,0.02,[Fe/H],4.35,889.426,Super Earth
Kepler-1279 b,Kepler-1279,1,1,Transit,2016,23.4774101,,,1.75,,,,,6221.0,1.33,1.21,0.06,[Fe/H],4.26,1494.22,Super Earth
Kepler-128 b,Kepler-128,1,2,Transit,2013,15.09,,,1.43,0.77,,,,,1.61,1.09,,,,396.379,Super Earth
Kepler-128 c,Kepler-128,1,2,Transit,2013,22.804,,,1.34,0.9,,,,,1.61,1.09,,,,396.379,Super Earth
Kepler-1280 b,Kepler-1280,1,1,Transit,2016,66.5579057,,,1.87,,,,,6227.0,1.32,1.2,0.04,[Fe/H],4.28,1486.7,Super Earth
Kepler-1281 b,Kepler-1281,1,1,Transit,2016,3.11602791,,,1.64,,,,,5353.0,0.83,0.87,-0.04,[Fe/H],4.55,,Super Earth
Kepler-1282 b,Kepler-1282,1,1,Transit,2016,2.13194651,,,1.55,,,,,5504.0,0.89,0.92,0.01,[Fe/H],4.51,1103.29,Super Earth
Kepler-1283 b,Kepler-1283,1,1,Transit,2016,12.9460978,,,1.91,,,,,6175.0,1.25,1.16,0.04,[Fe/H],4.31,2921.99,Super Earth
Kepler-1284 b,Kepler-1284,1,1,Transit,2016,0.66407381,,,1.21,,,,,5123.0,0.79,0.84,0.03,[Fe/H],4.57,882.324,Super Earth
Kepler-1285 b,Kepler-1285,1,1,Transit,2016,14.7967458,,,0.97,,,,,6170.0,1.28,1.2,0.16,[Fe/H],4.3,422.269,Terrestrial
Kepler-1286 b,Kepler-1286,1,1,Transit,2016,11.25402929,,,2.15,,,,,5753.0,0.98,1.0,0.03,[Fe/H],4.45,1354.46,Neptune-like
Kepler-1287 b,Kepler-1287,1,1,Transit,2016,11.47685909,,,1.54,,,,,5715.0,0.94,0.96,-0.05,[Fe/H],4.48,1003.26,Super Earth
Kepler-1288 b,Kepler-1288,1,1,Transit,2016,2.76122421,,,1.12,,,,,6132.0,1.29,1.2,0.14,[Fe/H],4.29,814.078,Super Earth
Kepler-1289 b,Kepler-1289,1,1,Transit,2016,7.99019627,,,1.52,,,,,6080.0,1.17,1.1,0.02,[Fe/H],4.35,1053.57,Super Earth
Kepler-129 b,Kepler-129,1,3,Transit,2014,15.79,,0.13,2.4,20.0,,,G4 V,5770.0,1.65,1.18,0.29,[Fe/H],,408.845,Super Earth
Kepler-129 c,Kepler-129,1,3,Transit,2014,82.2,,0.39,2.52,43.0,,,G4 V,5770.0,1.65,1.18,0.29,[Fe/H],,408.845,Gas Giant
Kepler-129 d,Kepler-129,1,3,Radial Velocity,2021,2646.0,0.15,4.0,,2637.97578,,,G4 V,5770.0,1.65,1.18,0.29,[Fe/H],,408.845,Gas Giant
Kepler-1290 b,Kepler-1290,1,1,Transit,2016,4.69500134,,,1.42,,,,,5660.0,0.93,0.95,-0.02,[Fe/H],4.49,1593.7,Super Earth
Kepler-1291 b,Kepler-1291,1,1,Transit,2016,8.63043276,,,1.66,,,,,5216.0,0.8,0.84,-0.04,[Fe/H],4.56,897.352,Super Earth
Kepler-1292 b,Kepler-1292,1,1,Transit,2016,3.27646405,,,1.82,,,,,5556.0,0.93,0.95,0.08,[Fe/H],4.49,1493.43,Super Earth
Kepler-1293 b,Kepler-1293,1,1,Transit,2016,5.57654784,,,0.97,,,,,6241.0,1.28,1.18,0.0,[Fe/H],4.29,1028.16,Terrestrial
Kepler-1294 b,Kepler-1294,1,1,Transit,2016,115.6862258,,,3.19,,,,,5776.0,0.97,0.99,-0.03,[Fe/H],4.46,1855.7,Neptune-like
Kepler-1295 b,Kepler-1295,1,1,Transit,2016,3.81371974,,,1.55,,,,,5486.0,0.89,0.92,0.04,[Fe/H],4.51,1174.46,Super Earth
Kepler-1296 b,Kepler-1296,1,1,Transit,2016,8.3839865,,,0.91,,,,,5359.0,0.83,0.87,-0.04,[Fe/H],4.55,1551.54,Terrestrial
Kepler-1297 b,Kepler-1297,1,1,Transit,2016,1.68189002,,,0.97,,,,,5818.0,0.99,0.99,-0.04,[Fe/H],4.45,1439.47,Terrestrial
Kepler-1298 b,Kepler-1298,1,1,Transit,2016,7.12811928,,,1.31,,,,,6339.0,2.0,1.45,0.13,[Fe/H],4.0,544.163,Super Earth
Kepler-1299 b,Kepler-1299,1,1,Transit,2016,19.9400874,,,2.98,,,,,5609.0,0.91,0.94,-0.01,[Fe/H],4.5,1404.94,Neptune-like
Kepler-130 b,Kepler-130,2,3,Transit,2014,8.457458,,0.079,1.02,,,,,5884.0,1.13,,,,4.3,316.663,Super Earth
Kepler-130 c,Kepler-130,2,3,Transit,2014,27.50868,0.0,0.178,2.9,,,683.0,,5879.0,1.17,1.0,0.02,[Fe/H],4.29,316.663,Neptune-like
Kepler-130 d,Kepler-130,2,3,Transit,2014,87.517905,,0.377,1.64,,,,,5884.0,1.13,,,,4.3,316.663,Super Earth
Kepler-1300 b,Kepler-1300,1,1,Transit,2016,22.2419092,,,1.37,,,,,6130.0,1.79,1.29,0.05,[Fe/H],4.04,777.025,Super Earth
Kepler-1301 b,Kepler-1301,1,1,Transit,2016,9.08237046,,,1.4,,,,,5188.0,0.81,0.85,0.01,[Fe/H],4.56,854.28,Super Earth
Kepler-1302 b,Kepler-1302,1,1,Transit,2016,8.83922659,,,1.43,,,,,5236.0,0.82,0.86,0.04,[Fe/H],4.55,634.58,Super Earth
Kepler-1303 b,Kepler-1303,1,1,Transit,2016,7.56127224,,,1.42,,,,,5771.0,1.0,1.01,0.04,[Fe/H],4.44,897.783,Super Earth
Kepler-1304 b,Kepler-1304,1,1,Transit,2016,16.1288853,,,2.29,,,,,5259.0,0.81,0.85,-0.05,[Fe/H],4.56,2176.08,Neptune-like
Kepler-1305 b,Kepler-1305,1,1,Transit,2016,13.5630972,,,1.88,,,,,5701.0,0.96,0.97,0.01,[Fe/H],4.47,1575.23,Super Earth
Kepler-1306 b,Kepler-1306,1,1,Transit,2016,16.29595382,,,1.91,,,,,5727.0,0.97,0.98,0.0,[Fe/H],4.45,1107.5,Super Earth
Kepler-1307 b,Kepler-1307,1,1,Transit,2016,18.01621096,,,2.47,,,,,5884.0,1.08,1.06,0.06,[Fe/H],4.39,1014.62,Neptune-like
Kepler-1308 b,Kepler-1308,1,1,Transit,2016,2.10433812,,,0.52,,,,,3468.0,0.34,0.35,-0.13,[Fe/H],4.92,112.705,Terrestrial
Kepler-1309 b,Kepler-1309,1,1,Transit,2016,28.8432647,,,2.37,,,,,5235.0,0.8,0.85,-0.03,[Fe/H],4.56,,Neptune-like
Kepler-131 b,Kepler-131,1,2,Transit,2014,16.092,,,2.41,16.13,,,,5685.0,1.03,1.02,0.12,[Fe/H],4.42,228.678,Super Earth
Kepler-131 c,Kepler-131,1,2,Transit,2014,25.5169,,,0.84,8.25,,,,5685.0,1.03,1.02,0.12,[Fe/H],4.42,228.678,Super Earth
Kepler-1310 b,Kepler-1310,1,1,Transit,2016,0.67933627,,,1.44,,,,,5549.0,0.88,0.91,-0.07,[Fe/H],4.51,569.185,Super Earth
Kepler-1311 b,Kepler-1311,1,3,Transit,2016,11.1726994,,,1.24,,,,,5748.0,1.4,1.05,0.09,[Fe/H],4.16,866.331,Super Earth
Kepler-1311 c,Kepler-1311,1,3,Transit,2016,2.53573424,,,1.22,,,,,5748.0,1.4,1.05,0.09,[Fe/H],4.16,866.331,Super Earth
Kepler-1311 d,Kepler-1311,1,3,Transit,2021,197.5110016,,,9.658,,,,,5616.0,1.67,1.03,0.04,[Fe/H],4.0,866.331,Gas Giant
Kepler-1312 b,Kepler-1312,1,2,Transit,2016,5.44832529,,,2.1,,,,,5719.0,0.92,0.99,-0.02,[Fe/H],4.51,299.104,Neptune-like
Kepler-1312 c,Kepler-1312,1,2,Transit,2021,1.11611998,,,1.027,,,,,5721.0,0.91,0.98,0.02,[Fe/H],4.52,299.104,Super Earth
Kepler-1313 b,Kepler-1313,1,1,Transit,2016,3.83309118,,,1.76,,,,,5453.0,0.85,0.92,0.0,[Fe/H],4.54,174.234,Super Earth
Kepler-1314 b,Kepler-1314,1,1,Transit,2016,5.42474928,,,5.11,,,,,4188.0,0.59,0.6,-0.22,[Fe/H],4.68,,Neptune-like
Kepler-1315 b,Kepler-1315,1,2,Transit,2016,0.84338011,,,1.38,,,,,4861.0,0.75,0.8,0.07,[Fe/H],4.6,480.869,Super Earth
Kepler-1315 c,Kepler-1315,1,2,Transit,2021,6.56606007,,,1.844,,,,,4818.0,0.86,0.81,0.56,[Fe/H],4.48,480.869,Super Earth
Kepler-1316 b,Kepler-1316,1,1,Transit,2016,87.9732136,,,3.54,,,,,5884.0,1.12,1.04,0.03,[Fe/H],4.36,800.871,Neptune-like
Kepler-1317 b,Kepler-1317,1,1,Transit,2016,0.56887443,,,1.56,,,,,5144.0,0.79,0.83,-0.01,[Fe/H],4.57,728.303,Super Earth
Kepler-1318 b,Kepler-1318,1,1,Transit,2016,213.257663,,,3.11,,,,,4598.0,0.7,0.73,-0.01,[Fe/H],4.62,475.248,Neptune-like
Kepler-1319 b,Kepler-1319,2,1,Transit,2016,2.88676265,,,1.34,,,,,3655.0,0.54,0.56,0.44,[Fe/H],4.73,103.917,Super Earth
Kepler-132 b,Kepler-132,2,4,Transit,2014,6.178196,,0.067,1.21,,,,,6003.0,1.18,,,,4.31,349.549,Super Earth
Kepler-132 c,Kepler-132,2,4,Transit,2014,6.414914,,0.068,1.28,,,,,6003.0,1.18,,,,4.31,349.549,Super Earth
Kepler-132 d,Kepler-132,2,4,Transit,2014,18.010199,,0.136,1.55,,,,,6003.0,1.18,,,,4.31,349.549,Super Earth
Kepler-132 e,Kepler-132,2,4,Transit,2016,110.2869374,,,1.18,,,,,6023.0,1.1,1.03,-0.13,[Fe/H],4.37,349.549,Super Earth
Kepler-1320 b,Kepler-1320,1,1,Transit,2016,0.86838653,,,1.7,,,,,4817.0,0.74,0.8,0.1,[Fe/H],4.6,647.424,Super Earth
Kepler-1321 b,Kepler-1321,1,3,Transit,2016,11.12830484,,,4.92,,,,,4094.0,0.53,0.54,-0.45,[Fe/H],4.73,769.146,Neptune-like
Kepler-1321 c,Kepler-1321,1,3,Transit,2016,2.22649109,,,2.4,,,,,4094.0,0.53,0.54,-0.45,[Fe/H],4.73,769.146,Neptune-like
Kepler-1321 d,Kepler-1321,1,3,Transit,2021,5.72092009,,,2.628,,,,,3640.0,0.5,0.51,0.21,[Fe/H],4.74,769.146,Neptune-like
Kepler-1322 b,Kepler-1322,1,2,Transit,2016,0.96286738,,,1.61,,,,,5488.0,0.87,0.9,-0.07,[Fe/H],4.52,1350.32,Super Earth
Kepler-1322 c,Kepler-1322,1,2,Transit,2021,6.45998001,,,2.155,,,,,5704.0,0.8,0.9,-0.3,[Fe/H],4.58,1350.32,Neptune-like
Kepler-1323 b,Kepler-1323,1,1,Transit,2016,0.92990668,,,1.52,,,,,6169.0,1.4,1.18,0.02,[Fe/H],4.21,465.417,Super Earth
Kepler-1324 b,Kepler-1324,1,1,Transit,2016,4.11584468,,,1.51,,,,,4776.0,0.73,0.78,0.05,[Fe/H],4.61,481.667,Super Earth
Kepler-1325 b,Kepler-1325,1,1,Transit,2016,33.8786838,,,2.86,,,,,5550.0,0.91,0.93,0.01,[Fe/H],4.5,973.368,Neptune-like
Kepler-1326 b,Kepler-1326,1,1,Transit,2016,42.3514267,,,4.18,,,,,6725.0,1.74,1.45,0.02,[Fe/H],4.12,698.326,Neptune-like
Kepler-1327 b,Kepler-1327,1,1,Transit,2016,14.88801098,,,1.8,,,,,5885.0,1.03,1.02,-0.03,[Fe/H],4.42,678.069,Super Earth
Kepler-1328 b,Kepler-1328,1,1,Transit,2016,4.52158888,,,0.98,,,,,5780.0,0.99,1.0,0.0,[Fe/H],4.44,813.543,Terrestrial
Kepler-1329 b,Kepler-1329,1,1,Transit,2016,9.33646594,,,2.17,,,,,4500.0,0.69,0.72,0.02,[Fe/H],4.62,588.037,Neptune-like
Kepler-133 b,Kepler-133,1,2,Transit,2014,8.129976,,0.083,1.76,,,,,5736.0,1.43,,,,4.19,653.6,Super Earth
Kepler-133 c,Kepler-133,1,2,Transit,2014,31.517586,,0.204,2.84,,,,,5736.0,1.43,,,,4.19,653.6,Neptune-like
Kepler-1330 b,Kepler-1330,1,1,Transit,2016,10.10769068,,,1.65,,,,,5608.0,0.94,0.97,0.08,[Fe/H],4.48,1720.48,Super Earth
Kepler-1331 b,Kepler-1331,1,1,Transit,2016,0.78916165,,,1.05,,,,,4508.0,0.69,0.72,0.05,[Fe/H],4.63,319.197,Super Earth
Kepler-1332 b,Kepler-1332,1,1,Transit,2016,11.87456832,,,1.37,,,,,5581.0,0.9,0.95,0.0,[Fe/H],4.51,528.685,Super Earth
Kepler-1333 b,Kepler-1333,1,1,Transit,2016,109.6471842,,,2.81,,,,,5628.0,0.92,0.94,-0.04,[Fe/H],4.49,932.446,Neptune-like
Kepler-1334 b,Kepler-1334,1,1,Transit,2016,15.64591713,,,2.29,,,,,5614.0,0.91,0.94,-0.03,[Fe/H],4.5,1223.04,Neptune-like
Kepler-1335 b,Kepler-1335,1,1,Transit,2016,6.26406846,,,1.45,,,,,4903.0,0.74,0.77,-0.07,[Fe/H],4.6,621.853,Super Earth
Kepler-1336 b,Kepler-1336,1,2,Transit,2016,23.198681,,,1.98,,,,,5512.0,1.3,0.94,0.05,[Fe/H],4.18,1126.64,Super Earth
Kepler-1336 c,Kepler-1336,1,2,Transit,2016,5.77721211,,,1.71,,,,,5512.0,1.3,0.94,0.05,[Fe/H],4.18,1126.64,Super Earth
Kepler-1337 b,Kepler-1337,1,1,Transit,2016,24.4002549,,,2.41,,,,,4523.0,0.67,0.7,-0.09,[Fe/H],4.64,601.629,Neptune-like
Kepler-1338 b,Kepler-1338,1,1,Transit,2016,0.93511806,,,0.92,,,,,5909.0,1.05,1.04,0.0,[Fe/H],4.41,753.26,Terrestrial
Kepler-1339 b,Kepler-1339,1,1,Transit,2016,1.34155513,,,0.71,,,,,5586.0,0.93,0.94,0.01,[Fe/H],4.47,371.049,Terrestrial
Kepler-134 b,Kepler-134,1,2,Transit,2014,5.317429,,0.06,2.0,,,,,5983.0,1.18,,,,4.31,334.797,Super Earth
Kepler-134 c,Kepler-134,1,2,Transit,2014,10.105785,,0.092,1.26,,,,,5983.0,1.18,,,,4.31,334.797,Super Earth
Kepler-1340 b,Kepler-1340,1,1,Transit,2016,0.66502692,,,1.55,,,,,6331.0,1.42,1.27,0.07,[Fe/H],4.24,981.779,Super Earth
Kepler-1341 b,Kepler-1341,2,1,Transit,2016,132.9968322,,,2.99,,,,,4662.0,0.72,0.79,0.19,[Fe/H],4.62,476.957,Neptune-like
Kepler-1342 b,Kepler-1342,1,1,Transit,2016,2.21571036,,,1.66,,,,,5527.0,0.9,0.93,0.03,[Fe/H],4.51,890.724,Super Earth
Kepler-1343 b,Kepler-1343,1,1,Transit,2016,3.35183158,,,1.93,,,,,5759.0,0.93,0.95,-0.16,[Fe/H],4.48,1756.71,Super Earth
Kepler-1344 b,Kepler-1344,1,1,Transit,2016,4.7683049,,,1.84,,,,,5981.0,1.13,1.09,0.06,[Fe/H],4.37,853.959,Super Earth
Kepler-1345 b,Kepler-1345,1,1,Transit,2016,44.6169557,,,2.36,,,,,6449.0,1.55,1.32,0.04,[Fe/H],4.18,1355.02,Neptune-like
Kepler-1346 b,Kepler-1346,1,1,Transit,2016,3.40165668,,,1.58,,,,,6133.0,1.21,1.14,0.04,[Fe/H],4.33,843.701,Super Earth
Kepler-1347 b,Kepler-1347,1,1,Transit,2016,14.00947528,,,1.03,,,,,5193.0,0.79,0.82,-0.11,[Fe/H],4.57,,Super Earth
Kepler-1348 b,Kepler-1348,1,1,Transit,2016,27.5722742,,,1.94,,,,,5911.0,1.04,1.04,-0.01,[Fe/H],4.42,1213.82,Super Earth
Kepler-1349 b,Kepler-1349,1,1,Transit,2016,2.12823928,,,0.7,,,,,6086.0,1.28,1.16,0.03,[Fe/H],4.29,276.323,Terrestrial
Kepler-135 b,Kepler-135,1,2,Transit,2014,6.00253,,0.067,1.81,,,,,6090.0,1.27,,,,4.27,621.855,Super Earth
Kepler-135 c,Kepler-135,1,2,Transit,2014,11.448708,,0.103,1.16,,,,,6090.0,1.27,,,,4.27,621.855,Super Earth
Kepler-1350 b,Kepler-1350,1,2,Transit,2016,4.4968604,,,2.52,,,,,3827.0,0.53,0.55,-0.06,[Fe/H],4.74,340.691,Neptune-like
Kepler-1350 c,Kepler-1350,1,2,Transit,2016,1.76678906,,,1.73,,,,,3827.0,0.53,0.55,-0.06,[Fe/H],4.74,340.691,Super Earth
Kepler-1351 b,Kepler-1351,1,1,Transit,2016,0.91614077,,,0.65,,,,,4439.0,0.67,0.7,-0.03,[Fe/H],4.64,202.782,Terrestrial
Kepler-1352 b,Kepler-1352,1,1,Transit,2016,1.87788275,,,0.89,,,,,6118.0,1.16,1.11,0.0,[Fe/H],4.35,670.829,Terrestrial
Kepler-1353 b,Kepler-1353,1,1,Transit,2016,24.7543966,,,1.8,,,,,4776.0,0.72,0.76,-0.06,[Fe/H],4.61,593.384,Super Earth
Kepler-1354 b,Kepler-1354,1,1,Transit,2016,76.613377,,,2.97,,,,,6168.0,1.24,1.16,0.03,[Fe/H],4.31,1119.45,Neptune-like
Kepler-1355 b,Kepler-1355,1,1,Transit,2016,1.28958811,,,1.46,,,,,5352.0,0.83,0.88,-0.04,[Fe/H],4.55,911.269,Super Earth
Kepler-1356 b,Kepler-1356,1,1,Transit,2016,0.63400294,,,1.53,,,,,5106.0,0.78,0.82,-0.02,[Fe/H],4.58,845.228,Super Earth
Kepler-1357 b,Kepler-1357,1,1,Transit,2016,3.0091324,,,1.28,,,,,5597.0,0.9,0.93,-0.06,[Fe/H],4.5,1015.69,Super Earth
Kepler-1358 b,Kepler-1358,1,1,Transit,2016,7.06317341,,,1.12,,,,,5181.0,0.79,0.82,-0.08,[Fe/H],4.57,546.998,Super Earth
Kepler-1359 b,Kepler-1359,1,1,Transit,2016,59.4970952,,,2.83,,,,,4709.0,0.72,0.78,0.11,[Fe/H],4.62,614.859,Neptune-like
Kepler-136 b,Kepler-136,2,2,Transit,2014,11.5789,,0.106,2.05,,,,,6165.0,1.35,,,,4.24,420.818,Super Earth
Kepler-136 c,Kepler-136,2,2,Transit,2014,16.399235,,0.133,1.99,,,,,6165.0,1.35,,,,4.24,420.818,Super Earth
Kepler-1360 b,Kepler-1360,1,1,Transit,2016,40.5286413,,,3.4,,,,,6778.0,1.83,1.51,0.06,[Fe/H],4.09,1516.27,Neptune-like
Kepler-1361 b,Kepler-1361,1,1,Transit,2016,3.57554956,,,0.86,,,,,5131.0,0.79,0.83,0.0,[Fe/H],4.57,389.143,Terrestrial
Kepler-1362 b,Kepler-1362,1,1,Transit,2016,136.205626,,,2.6,,,,,4857.0,0.74,0.8,0.06,[Fe/H],4.6,731.298,Neptune-like
Kepler-1363 b,Kepler-1363,1,1,Transit,2016,2.94194094,,,1.25,,,,,4839.0,0.72,0.76,-0.09,[Fe/H],4.61,541.714,Super Earth
Kepler-1364 b,Kepler-1364,1,1,Transit,2016,13.32196237,,,2.15,,,,,6805.0,1.79,1.49,0.04,[Fe/H],4.1,1056.9,Neptune-like
Kepler-1365 b,Kepler-1365,1,2,Transit,2016,7.69993485,,,0.92,,,,,5770.0,1.05,1.0,0.03,[Fe/H],4.39,840.128,Terrestrial
Kepler-1365 c,Kepler-1365,1,2,Transit,2016,4.77468005,,,0.8,,,,,5770.0,1.05,1.0,0.03,[Fe/H],4.39,840.128,Terrestrial
Kepler-1366 b,Kepler-1366,1,1,Transit,2016,2.16457097,,,1.43,,,,,4070.0,0.6,0.62,-0.02,[Fe/H],4.68,465.826,Super Earth
Kepler-1367 b,Kepler-1367,1,1,Transit,2016,1.57409027,,,0.92,,,,,4106.0,0.6,0.62,-0.06,[Fe/H],4.68,401.484,Terrestrial
Kepler-1368 b,Kepler-1368,1,1,Transit,2016,0.67564949,,,1.65,,,,,5906.0,1.08,1.07,0.1,[Fe/H],4.4,1635.82,Super Earth
Kepler-1369 b,Kepler-1369,1,1,Transit,2016,25.873148,,,2.69,,,,,5761.0,0.99,0.99,0.0,[Fe/H],4.45,1236.56,Neptune-like
Kepler-137 b,Kepler-137,1,2,Transit,2014,8.436387,,0.077,1.47,,,,,5187.0,0.8,,,,4.55,302.979,Super Earth
Kepler-137 c,Kepler-137,1,2,Transit,2014,18.735753,,0.13,1.88,,,,,5187.0,0.8,,,,4.55,302.979,Super Earth
Kepler-1370 b,Kepler-1370,1,2,Transit,2016,20.2641684,,,1.84,,,,,6202.0,1.29,1.19,0.05,[Fe/H],4.29,1004.1,Super Earth
Kepler-1370 c,Kepler-1370,1,2,Transit,2016,7.44142113,,,1.27,,,,,6202.0,1.29,1.19,0.05,[Fe/H],4.29,1004.1,Super Earth
Kepler-1371 b,Kepler-1371,1,2,Transit,2016,3.4462039,,,0.73,,,,,5361.0,0.83,0.87,-0.07,[Fe/H],4.55,515.334,Terrestrial
