sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,planet_type
1.0,2.0,2.46697439,0.1785,0.035500000000000004,1.48,3.6500000000000004,169.785,1009.0,2.0,5322.0,0.85,0.89,0.08,1.0,4.54,Super Earth
1.0,1.0,10.12804789,0.1157,0.087,2.03,3.6500000000000004,368.02,818.0,2.0,5706.0,0.93,0.95,-0.09,1.0,4.48,Super Earth
1.0,1.0,3.7705521,0.0295,4.4,12.68,5425.2071,22.5,1220.5,2.0,5944.0,1.08,1.06,0.02,1.0,4.4,Gas Giant
1.0,1.0,1.19655156,0.057,165.011915,1.22,3.6500000000000004,162.5,943.5,2.0,5166.0,0.8,0.84,0.01,1.0,4.57,Super Earth
1.0,1.0,7.33683936,0.0,3.0300000000000002,1.64,3.6500000000000004,76.15,1185.0,2.0,5557.0,0.89,0.92,-0.06,1.0,4.51,Super Earth
1.0,1.0,27.6655226,0.0,2.491,2.43,11.649999999999999,198.5,675.0,2.0,5901.0,1.06,1.05,0.04,1.0,4.41,Neptune-like
1.0,1.0,6.10027804,0.0,57.5325,3.39,11.649999999999999,1544.5,791.0,2.0,5992.0,1.15,1.1,0.09,1.0,4.36,Neptune-like
1.0,1.0,161.5280101,0.095,161.385,6.64,11.649999999999999,4.45,606.0,2.0,5694.0,0.94,0.96,-0.05,1.0,4.48,Neptune-like
1.0,1.0,11.3910025,0.10500000000000001,2.143,1.79,3.6500000000000004,21.76,821.5,1.5,5108.0,0.78,0.82,-0.03,1.0,4.58,Super Earth
1.0,2.0,7.42608998,0.33999999999999997,0.07150000000000001,2.92,20.549999999999997,174.5,1249.0,2.0,6186.0,1.28,1.19,0.06,1.0,4.3,Neptune-like
1.0,2.0,15.9870174,0.28500000000000003,0.1205,1.79,3.6500000000000004,174.5,1249.0,2.0,6186.0,1.28,1.19,0.06,1.0,4.3,Super Earth
1.0,1.0,3.57878087,0.0,0.04501,10.761,136.661,884.3,1440.0,2.0,5520.0,0.99,0.95,0.2,2.0,4.42,Gas Giant
1.0,3.0,18.92540274,0.008,3.0300000000000002,2.3,11.649999999999999,1858.76,969.5,2.0,5598.0,0.92,0.94,-0.01,1.0,4.49,Neptune-like
1.0,3.0,1.47532231,-0.0397665,3.0300000000000002,1.2,3.6500000000000004,1858.76,1551.5,2.0,5598.0,0.92,0.94,-0.01,1.0,4.49,Super Earth
1.0,3.0,4.15244722,-0.0397665,0.047,1.4,4.04,1858.76,1551.5,2.0,5598.0,0.92,0.94,-0.01,1.0,4.49,Super Earth
1.0,1.0,8.73485836,0.018,909.5,1.82,3.6500000000000004,219.0,729.5,2.0,5906.0,1.05,1.03,0.01,1.0,4.42,Super Earth
1.0,1.0,12.99207337,0.0765,831.054,1.82,3.6500000000000004,145.5,741.5,2.0,5714.0,1.11,0.98,0.03,1.0,4.33,Super Earth
1.0,1.0,3.74910006,0.0,0.04555,1.43,3.6500000000000004,500.5,1383.0,2.0,5850.0,1.01,1.04,0.05,1.0,4.45,Super Earth
1.0,1.0,11.0895723,0.2425,27.9005,3.17,11.649999999999999,578.8,1124.5,2.0,6403.0,2.42,1.57,0.04,1.0,3.87,Neptune-like
1.0,1.0,0.97486893,0.042,3.0300000000000002,1.19,3.6500000000000004,122.0,919.0,2.0,5468.0,0.84,0.92,-0.04,1.0,4.56,Super Earth
1.0,1.0,4.89718784,0.11399999999999999,0.05477,1.28,3.6500000000000004,27.425,781.5,2.0,5071.0,0.78,0.83,0.05,1.0,4.58,Super Earth
1.0,1.0,5.72812599,0.1,2.46,1.47,3.6500000000000004,10.995,437.0,0.0,4043.0,0.56,0.58,-0.17,1.0,4.71,Super Earth
1.0,1.0,3.75574426,0.18,3.61,1.68,3.6500000000000004,21.76,954.5,1.5,5102.0,0.77,0.81,-0.09,1.0,4.58,Super Earth
2.0,1.0,7.09714223,0.0385,2.87,0.92,0.695,29.150000000000002,511.0,0.0,3804.0,0.44,0.46,-0.43,1.0,4.81,Terrestrial
2.0,1.0,0.35500744,0.0185,165.55,1.121,1.96716,27.425,1012.0,2.0,5089.0,0.75,0.84,-0.14,1.0,4.6,Super Earth
1.0,1.0,0.67737516,0.0285,238.5,0.89,0.83,44.25,818.5,2.0,5769.0,1.02,1.01,0.05,1.0,4.42,Terrestrial
1.0,1.0,13.2140732,0.045,3.61,2.89,11.649999999999999,78.5,857.5,1.5,5162.0,0.78,0.81,-0.1,1.0,4.58,Neptune-like
1.0,1.0,158.6853308,0.1785,238.5,3.21,11.649999999999999,98.35,818.5,2.0,5867.0,1.01,0.98,-0.14,1.0,4.42,Neptune-like
1.0,2.0,4.29264638,0.0,0.05055,0.78,0.83,374.3,1034.5,2.0,5521.0,0.89,0.93,0.01,1.0,4.51,Terrestrial
1.0,2.0,7.05395,0.0295,0.0645,2.332,11.649999999999999,124.15,762.0,3.5,5411.49,0.87,0.94,-0.03,2.0,4.53,Neptune-like
1.0,1.0,31.5922646,0.024,909.5,1.58,3.6500000000000004,145.5,741.5,2.0,5674.0,1.32,1.0,0.07,1.0,4.19,Super Earth
1.0,1.0,1.97376093,0.18,3.38,13.02,5425.2071,22.5,1118.5,1.5,4739.0,0.71,0.77,-0.02,1.0,4.62,Gas Giant
1.0,1.0,53.5293487,0.125,3.61,2.43,11.649999999999999,67.75,570.5,1.5,4838.0,0.74,0.81,0.09,1.0,4.61,Neptune-like
1.0,1.0,0.9283105,0.11,3.59,1.28,3.6500000000000004,62.695,759.0,0.5,4248.0,0.62,0.65,-0.09,1.0,4.67,Super Earth
1.0,1.0,8.39846269,0.1675,0.07050000000000001,2.55,11.649999999999999,174.0,1079.0,2.0,6159.0,1.23,1.16,0.05,1.0,4.32,Neptune-like
1.0,1.0,8.63847725,0.1785,160.03035,2.12,11.649999999999999,515.5,923.5,2.0,5870.0,1.02,1.01,-0.06,1.0,4.42,Neptune-like
1.0,4.0,13.4845,0.015,0.117,3.47,10.9,186.0,1052.0,3.5,6174.0,1.3,1.17,-0.073,2.0,4.27,Neptune-like
1.0,4.0,27.4029,0.03,0.187,3.72,5.9,143.5,1052.0,3.5,6174.0,1.3,1.17,-0.073,2.0,4.27,Neptune-like
1.0,4.0,52.0902,0.025,0.287,7.16,6.0,174.5,798.0,3.5,6174.0,1.3,1.17,-0.073,2.0,4.27,Neptune-like
1.0,4.0,81.0659,0.012,0.386,3.49,4.1,174.5,545.0,3.5,6174.0,1.3,1.17,-0.073,2.0,4.27,Neptune-like
1.0,1.0,13.73469807,0.057,165.0585,2.18,11.649999999999999,38.35,613.0,2.0,5208.0,0.8,0.84,-0.05,1.0,4.56,Neptune-like
1.0,1.0,14.5539759,0.2425,10.205,3.05,20.549999999999997,578.8,1124.5,2.0,6383.0,1.47,1.3,0.06,1.0,4.21,Neptune-like
1.0,1.0,11.30119217,0.1475,60.515,1.96,3.6500000000000004,1544.5,791.0,2.0,5971.0,1.12,1.09,0.08,1.0,4.38,Super Earth
1.0,1.0,4.24153639,0.14500000000000002,0.0525,1.37,3.6500000000000004,580.745,1421.5,2.0,5745.0,0.97,0.98,0.0,1.0,4.46,Super Earth
1.0,1.0,11.13125132,0.08900000000000001,0.10328,2.11,11.649999999999999,500.5,936.5,2.0,5839.0,1.38,1.19,0.34,1.0,4.23,Neptune-like
2.0,1.0,29.6193421,0.00165,3.0300000000000002,1.68,3.6500000000000004,43.65,641.0,2.0,5631.0,0.96,0.94,-0.02,1.0,4.45,Super Earth
1.0,1.0,6.40087618,0.506503,1.677,1.3,4.04,122.0,938.5,2.0,5475.0,1.09,0.93,0.09,1.0,4.33,Super Earth
1.0,1.0,27.07237711,0.0,78.5905,2.17,14.0,73.35,686.5,2.0,5680.0,0.95,0.96,-0.02,1.0,4.47,Neptune-like
1.0,1.0,13.71933369,0.0045000000000000005,0.11810000000000001,2.39,11.649999999999999,174.5,1186.0,2.0,6224.0,1.29,1.19,0.03,1.0,4.29,Neptune-like
1.0,2.0,133.4605235,0.075,3.0300000000000002,6.88,11.649999999999999,4.45,384.0,2.0,5681.0,0.93,0.95,-0.07,1.0,4.49,Neptune-like
1.0,2.0,15.19419956,0.020233499999999995,0.12435,2.781,11.649999999999999,1858.76,1382.5,2.0,5588.0,1.59,1.03,0.14,1.0,4.05,Neptune-like
1.0,1.0,3.5224991,0.0,0.0474,15.872,187.5197,1587.0,1680.0,2.0,6213.0,1.49,1.21,-0.055,1.0,4.17,Gas Giant
1.0,6.0,7.05246,0.035,0.0648,2.67,6.93,26.75,600.5,1.0,4540.0,0.68,0.73,0.04,1.0,4.64,Neptune-like
1.0,6.0,9.52355,0.035,0.0792,2.74,6.74,26.75,600.5,1.0,4540.0,0.68,0.73,0.04,1.0,4.64,Neptune-like
1.0,6.0,3.07222,0.035,0.0372,1.53,6.75,26.75,600.5,1.0,4540.0,0.68,0.73,0.04,1.0,4.64,Super Earth
1.0,6.0,4.64489,0.035,0.0491,1.6,4.13,26.75,600.5,1.0,4540.0,0.68,0.73,0.04,1.0,4.64,Super Earth
1.0,6.0,0.9867873,0.035,0.0175,1.21,3.6500000000000004,26.75,600.5,1.0,4540.0,0.68,0.73,0.04,1.0,4.64,Super Earth
1.0,6.0,14.64558,0.035,0.1175,1.13,3.6500000000000004,35.475,418.0,2.0,4540.0,0.68,0.83,0.04,2.0,4.64,Super Earth
1.0,1.0,14.13176026,0.057,165.0595,2.85,11.649999999999999,35.35,870.5,2.0,5315.0,0.82,0.85,-0.09,1.0,4.55,Neptune-like
1.0,1.0,11.41928253,0.0675,1.0435,2.0,3.6500000000000004,106.05,1279.0,1.0,4435.0,0.63,0.67,-0.17,1.0,4.66,Super Earth
1.0,1.0,40.0587473,0.125,3.0300000000000002,3.54,20.549999999999997,76.15,655.5,2.0,5507.0,0.9,0.93,0.06,1.0,4.5,Neptune-like
1.0,1.0,50.28638192,0.0605,4.4,3.79,11.649999999999999,92.05,638.5,2.0,5919.0,1.12,1.05,0.02,1.0,4.36,Neptune-like
1.0,2.0,14.37457351,0.0765,831.061,1.94,3.6500000000000004,219.0,741.5,2.0,5817.0,1.05,1.01,0.0,1.0,4.4,Super Earth
1.0,2.0,9.65185017,0.0765,831.04,1.14,3.6500000000000004,219.0,741.5,2.0,5817.0,1.05,1.01,0.0,1.0,4.4,Super Earth
1.0,1.0,30.8638931,0.2255,21.8425,2.89,11.649999999999999,207.5,733.0,2.0,6112.0,1.65,1.19,-0.06,1.0,4.08,Neptune-like
1.0,1.0,8.09219642,0.024,991.0,1.14,3.6500000000000004,145.5,741.5,2.0,5770.0,1.16,0.99,0.0,1.0,4.3,Super Earth
1.0,1.0,117.93108781,0.2345,4.4,10.42,5425.2071,22.5,1220.5,2.0,5965.0,1.06,1.04,-0.04,1.0,4.41,Gas Giant
1.0,1.0,0.63133235,0.065,3.38,1.46,3.6500000000000004,89.95,840.0,1.5,4653.0,0.71,0.76,0.05,1.0,4.62,Super Earth
1.0,1.0,55.63934,0.024,991.0,3.01,11.649999999999999,145.5,741.5,2.0,5734.0,0.98,0.99,0.04,1.0,4.45,Neptune-like
1.0,3.0,5.955,0.14,3.2199999999999998,2.42,3.6500000000000004,36.85,772.0,0.5,4003.0,0.59,0.64,0.325,5.0,4.7,Super Earth
1.0,3.0,12.04,0.0945,3.2199999999999998,2.37,11.649999999999999,14.5,772.0,0.5,4003.0,0.59,0.64,0.0050000000000000044,5.0,4.7,Neptune-like
1.0,3.0,20.837846,0.135,0.128,1.21,3.6500000000000004,24.4,399.0,0.0,4500.0,0.59,0.5800000000000001,0.21500000000000002,5.0,4.7,Super Earth
1.0,1.0,4.59725385,0.0335,0.053375,1.93,3.6500000000000004,109.55,1566.5,2.0,5803.0,1.04,1.03,0.1,1.0,4.42,Super Earth
1.0,1.0,23.58447697,0.0285,159.5,2.7,11.649999999999999,27.9,947.5,2.0,5747.0,1.24,1.01,0.05,1.0,4.25,Neptune-like
1.0,1.0,10.11716531,0.0093,0.093,3.55,11.649999999999999,163.5,1373.0,2.0,6761.0,1.71,1.45,0.02,1.0,4.13,Neptune-like
1.0,1.0,19.12947337,0.2505,1.454105,2.14,11.649999999999999,158.45,909.0,2.0,5743.0,0.93,0.95,-0.13,1.0,4.48,Neptune-like
1.0,1.0,6.1469851,0.1675,2.1694999999999998,2.12,11.649999999999999,174.0,1079.0,2.0,6162.0,1.22,1.15,0.01,1.0,4.33,Neptune-like
1.0,1.0,8.57503552,0.1396,0.08449999999999999,4.11,20.549999999999997,115.5,955.5,2.0,5028.0,3.42,1.25,-0.03,1.0,3.46,Neptune-like
1.0,1.0,10.50682565,0.42999999999999994,160.0495,10.24,5425.2071,22.5,629.0,2.0,5286.0,0.85,0.9,0.16,1.0,4.54,Gas Giant
1.0,1.0,3.99010623,0.0295,0.04947,9.03,5425.2071,22.5,1198.0,2.0,5861.0,1.03,1.03,0.02,1.0,4.42,Gas Giant
1.0,1.0,10.03538581,0.10450000000000001,0.092,5.11,20.549999999999997,1089.0,853.5,2.0,5638.0,0.92,0.94,-0.08,1.0,4.49,Neptune-like
1.0,1.0,33.1995648,0.0495,0.652,2.76,20.549999999999997,71.35,592.0,2.0,5279.0,0.81,0.86,-0.06,1.0,4.55,Neptune-like
1.0,5.0,26.44,0.0033,0.1683,4.07,12.15,1031.0,633.5,2.0,5618.0,0.9,0.91,0.01,5.0,4.49,Neptune-like
1.0,5.0,51.54,0.007,0.2626,5.34,13.9,43.65,456.5,2.0,5618.0,0.9,0.91,0.135,5.0,4.49,Neptune-like
1.0,5.0,2.382961,0.03,0.034,1.77,3.6500000000000004,601.5,1368.0,2.0,5428.0,0.94,0.9450000000000001,0.14,5.0,4.47,Super Earth
1.0,5.0,5.902206,0.065,0.063,2.47,11.649999999999999,598.5,1150.0,1.5,5428.0,0.94,0.895,0.07,5.0,4.47,Neptune-like
1.0,5.0,75.732,0.0014,0.3395,4.18,20.9,7.795,429.0,2.0,5618.0,0.9,0.91,-0.175,5.0,4.49,Neptune-like
1.0,1.0,127.8338098,0.07100000000000001,31.9,6.09,11.649999999999999,187.35,776.5,2.0,6260.0,1.36,1.23,0.09,1.0,4.25,Neptune-like
1.0,1.0,1.92279873,0.057,165.012,1.31,3.6500000000000004,58.38,1008.5,2.0,5191.0,0.8,0.84,-0.03,1.0,4.56,Super Earth
1.0,1.0,3.22296927,0.075,4.4,1.77,3.6500000000000004,265.5,1207.0,2.0,5928.0,1.08,1.06,0.04,1.0,4.4,Super Earth
1.0,1.0,4.16809082,0.1581205,0.0455,1.57,3.6500000000000004,144.8,908.0,2.0,5643.0,0.96,0.98,0.06,1.0,4.47,Super Earth
1.0,1.0,4.51436633,0.173,2.1614999999999998,1.87,3.6500000000000004,249.55,1205.5,2.5,6035.0,1.22,1.15,0.14,1.0,4.32,Super Earth
1.0,2.0,3.77360059,0.1475,0.04605,1.53,3.6500000000000004,1720.9,1910.0,2.0,5976.0,1.08,1.03,-0.08,1.0,4.39,Super Earth
1.0,2.0,8.1818246,0.2475,0.0735,1.84,3.6500000000000004,1720.9,1910.0,2.0,5976.0,1.08,1.03,-0.08,1.0,4.39,Super Earth
1.0,1.0,4.48758907,0.063,4.4,1.25,3.6500000000000004,249.55,806.0,2.0,6079.0,1.15,1.05,-0.12,1.0,4.34,Super Earth
1.0,1.0,51.92927591,0.219,3.0300000000000002,5.63,11.649999999999999,152.76,456.5,2.0,5602.0,0.91,0.93,-0.06,1.0,4.5,Neptune-like
1.0,1.0,0.56785714,0.235,3.61,1.51,3.6500000000000004,115.5,955.5,1.5,5039.0,0.77,0.81,-0.02,1.0,4.58,Super Earth
1.0,1.0,6.88337562,0.155725,0.065,2.11,11.649999999999999,343.02,679.0,2.0,5698.0,0.97,0.98,0.03,1.0,4.46,Neptune-like
2.0,3.0,9.77,0.0415,1.8135000000000001,2.83,5425.2071,22.5,773.5,0.5,4198.5,0.61,0.66,-0.135,5.0,4.69,Gas Giant
2.0,3.0,20.09,0.155,1.076,2.36,3.6500000000000004,7.55,575.0,0.5,4198.5,0.61,0.66,-0.049,5.0,4.69,Super Earth
2.0,3.0,5.169796,0.30000000000000004,0.051,1.94,3.6500000000000004,42.75,746.0,2.0,4648.0,0.59,0.925,0.085,5.0,4.72,Super Earth
1.0,1.0,11.29695137,0.173,4.4,1.7,3.6500000000000004,249.55,1205.5,2.0,6037.0,1.11,1.07,-0.02,1.0,4.38,Super Earth
1.0,1.0,5.62153941,0.0765,831.033,1.27,3.6500000000000004,145.5,741.5,2.0,5732.0,0.97,0.99,0.02,1.0,4.46,Super Earth
1.0,1.0,7.1396941,-0.0397665,3.0300000000000002,2.06,3.6500000000000004,1858.76,1551.5,2.0,5596.0,0.9,0.92,-0.08,1.0,4.5,Super Earth
1.0,1.0,18.7546998,0.07,3.2199999999999998,2.02,3.6500000000000004,64.12,544.0,0.0,4339.0,0.62,0.64,-0.18,1.0,4.67,Super Earth
1.0,1.0,13.32388301,0.147088,51.55,2.02,3.6500000000000004,26.75,600.5,1.5,4554.0,0.66,0.7,-0.13,1.0,4.64,Super Earth
1.0,1.0,11.41909375,0.2635,0.0905,2.79,11.649999999999999,1229.4,1334.5,2.0,5954.0,1.11,1.08,0.08,1.0,4.38,Neptune-like
1.0,1.0,11.36112327,0.1,0.095,2.73,11.649999999999999,198.5,1099.0,2.0,5895.0,1.04,1.03,-0.01,1.0,4.41,Neptune-like
1.0,1.0,16.56059504,0.055,165.06,2.56,20.549999999999997,39.2,667.5,2.0,5403.0,0.81,0.85,-0.18,1.0,4.56,Neptune-like
1.0,1.0,15.74957994,0.024,991.0,2.73,11.649999999999999,145.5,741.5,2.0,5770.0,0.96,0.98,-0.06,1.0,4.46,Neptune-like
1.0,1.0,37.8144514,0.18,21.8505,2.57,11.649999999999999,249.55,806.0,2.0,6058.0,1.31,1.22,0.29,1.0,4.29,Neptune-like
1.0,5.0,8.726,0.0,909.5,2.23,3.6500000000000004,23.174999999999997,494.0,1.0,4272.5,1.43,1.0,-0.04,5.0,4.13,Super Earth
1.0,5.0,12.883,0.0,909.5,2.36,3.6500000000000004,23.174999999999997,494.0,1.0,4272.5,1.43,1.0,-0.04,5.0,4.13,Super Earth
1.0,5.0,4.224537,0.173,0.052,1.38,3.6500000000000004,249.55,1043.5,1.0,6031.0,1.17,1.025,0.04000000000000001,5.0,4.32,Super Earth
1.0,5.0,27.434389,0.18,0.181,2.6,11.649999999999999,249.55,871.0,1.0,6031.0,1.17,0.985,0.12,5.0,4.32,Neptune-like
1.0,5.0,44.552169,0.12000000000000001,0.25,2.2,11.649999999999999,98.55,626.0,0.0,6031.0,1.17,0.305,-0.04,5.0,4.32,Neptune-like
1.0,1.0,124.4198398,0.032,165.55,5.23,14.0,29.15,522.0,2.0,5324.0,0.81,0.85,-0.09,1.0,4.56,Neptune-like
1.0,1.0,1.21956827,0.0,1.761915,1.6,3.6500000000000004,67.75,1364.5,1.5,4848.0,0.73,0.78,-0.02,1.0,4.6,Super Earth
1.0,1.0,2.05387982,0.0765,831.016,2.59,20.549999999999997,219.0,741.5,2.0,5830.0,1.03,1.02,0.05,1.0,4.42,Neptune-like
1.0,1.0,2.61302086,0.1350965,1.8699999999999999,1.68,3.6500000000000004,43.715,644.0,0.0,4128.0,0.57,0.59,-0.24,1.0,4.7,Super Earth
1.0,1.0,0.92785982,0.2,2.625,2.04,3.6500000000000004,306.25,987.0,1.0,4913.0,0.75,0.79,0.01,1.0,4.59,Super Earth
1.0,1.0,19.80792185,0.089738,3.0300000000000002,2.48,11.649999999999999,1858.76,856.5,2.0,5579.0,0.91,0.94,0.0,1.0,4.5,Neptune-like
1.0,1.0,2.3432319,0.0,166.52,1.18,3.6500000000000004,53.5,1012.0,2.0,4940.0,0.77,0.83,0.15,1.0,4.58,Super Earth
1.0,1.0,6.91134416,0.0765,831.0345,1.7,3.6500000000000004,145.5,741.5,2.0,5695.0,1.2,1.01,0.15,1.0,4.28,Super Earth
1.0,1.0,394.6244904,0.2345,31.9,7.14,5425.2071,22.5,1443.5,2.0,6059.0,1.64,1.23,0.12,1.0,4.1,Gas Giant
1.0,4.0,8.306,0.249,3.0300000000000002,1.97,3.6500000000000004,44.85,712.0,2.0,4725.0,1.24,0.92,0.015000000000000001,5.0,4.22,Super Earth
1.0,4.0,12.513,0.249,3.0300000000000002,2.18,3.6500000000000004,44.85,712.0,2.0,4725.0,1.24,0.92,0.015000000000000001,5.0,4.22,Super Earth
1.0,4.0,17.91323,0.06,0.13,1.2,3.6500000000000004,99.25,815.5,0.0,5436.0,0.89,0.485,0.013,5.0,4.49,Super Earth
1.0,4.0,25.216751,0.135,0.163,1.27,3.6500000000000004,42.75,696.5,1.5,5436.0,0.89,0.815,-0.08,5.0,4.49,Super Earth
1.0,1.0,7.19303878,0.0385,4.4,1.78,3.6500000000000004,1064.0,1207.0,2.0,5932.0,1.09,1.06,0.03,1.0,4.39,Super Earth
1.0,1.0,8.50699658,0.0,161.515,1.68,3.6500000000000004,540.5,765.0,2.0,5455.0,0.85,0.89,-0.07,1.0,4.53,Super Earth
1.0,1.0,44.9309804,0.2255,23.884999999999998,2.54,11.649999999999999,122.55,733.0,2.5,6100.0,1.16,1.19,0.22,1.0,4.38,Neptune-like
1.0,1.0,7.16892463,0.1565,10.1845,1.69,3.6500000000000004,970.85,992.0,2.5,6350.0,1.55,1.3,0.07,1.0,4.17,Super Earth
1.0,1.0,7.8866311,0.2345,831.0395,8.35,5425.2071,22.5,1183.5,2.0,5835.0,1.03,1.03,0.06,1.0,4.42,Gas Giant
1.0,1.0,8.02768059,0.0295,0.0765,9.3,5425.2071,22.5,1056.5,2.0,5535.0,0.93,0.96,0.12,1.0,4.49,Gas Giant
1.0,1.0,85.35129427,0.0285,159.5,6.8,20.549999999999997,27.9,818.5,2.0,5773.0,0.99,0.99,0.02,1.0,4.45,Neptune-like
1.0,1.0,76.13602028,0.0,159.5,4.87,11.649999999999999,7.795,1080.0,2.0,5653.0,0.91,0.96,-0.04,1.0,4.5,Neptune-like
1.0,1.0,20.38177573,0.13545,3.61,3.09,11.649999999999999,115.5,656.5,1.5,5020.0,0.77,0.81,-0.02,1.0,4.59,Neptune-like
1.0,1.0,5.10137945,0.08900000000000001,4.4,3.24,11.649999999999999,109.55,936.5,2.0,5836.0,1.06,1.04,0.09,1.0,4.4,Neptune-like
1.0,1.0,3.94963138,0.37,2.1134999999999997,2.28,11.649999999999999,92.15,906.5,1.5,5047.0,0.78,0.82,0.01,1.0,4.58,Neptune-like
1.0,1.0,3.14866453,0.105,106.515,2.21,11.649999999999999,138.0,823.0,2.0,5333.0,0.84,0.88,0.04,1.0,4.54,Neptune-like
1.0,1.0,15.59461874,0.0,160.06,2.9,20.549999999999997,73.35,1080.0,2.0,5678.0,0.95,0.96,-0.03,1.0,4.46,Neptune-like
1.0,1.0,5.83376092,0.0765,909.5,2.4,11.649999999999999,145.5,741.5,2.0,5754.0,1.0,1.0,0.04,1.0,4.44,Neptune-like
1.0,1.0,14.16399294,0.13,1.4425000000000001,2.49,11.649999999999999,1858.76,751.5,2.0,5570.0,0.92,0.93,-0.01,1.0,4.49,Neptune-like
1.0,1.0,2.61703254,0.0675,6.220000000000001,1.63,3.6500000000000004,42.75,1379.0,1.5,4751.0,0.71,0.75,-0.07,1.0,4.62,Super Earth
1.0,1.0,150.242127,0.10099999999999999,3.0300000000000002,4.64,11.649999999999999,6.42,391.5,2.0,5541.0,0.91,0.92,-0.02,1.0,4.49,Neptune-like
1.0,1.0,5.03251791,0.119651,0.057,2.05,3.6500000000000004,1768.0,1304.5,2.0,5614.0,0.89,0.93,-0.08,1.0,4.51,Super Earth
1.0,1.0,40.4287755,0.024,909.5,3.61,11.649999999999999,145.5,741.5,2.0,5664.0,0.95,0.97,0.02,1.0,4.47,Neptune-like
1.0,2.0,114.73635,0.036,0.481,13.49,324.2,22.150000000000002,478.0,2.0,5600.0,1.82,1.1,-0.17,1.0,3.96,Gas Giant
1.0,2.0,191.2318,0.039,0.676,6.14,6.4,7.795,403.0,2.0,5600.0,1.82,1.1,-0.17,1.0,3.96,Neptune-like
1.0,1.0,21.3587621,0.0765,909.5,2.78,11.649999999999999,219.0,729.5,2.0,5857.0,1.02,1.01,-0.01,1.0,4.43,Neptune-like
1.0,1.0,22.0459018,0.1,59.755,3.74,11.649999999999999,164.5,791.0,2.0,5993.0,1.14,1.11,0.09,1.0,4.37,Neptune-like
1.0,1.0,2.57885507,0.0,0.033,1.99,3.6500000000000004,277.0,1099.0,2.0,5902.0,1.08,1.05,0.04,1.0,4.4,Super Earth
1.0,1.0,20.5533844,0.0225,2.206,3.75,11.649999999999999,174.0,1052.0,2.0,6163.0,1.27,1.18,0.07,1.0,4.29,Neptune-like
1.0,1.0,40.0686727,0.02,60.515,3.94,11.649999999999999,164.5,665.5,2.0,6020.0,1.13,1.09,0.03,1.0,4.37,Neptune-like
1.0,1.0,27.5073799,0.1385,4.4,2.9,20.549999999999997,1023.63,1012.5,2.0,5958.0,1.11,1.06,0.03,1.0,4.38,Neptune-like
1.0,1.0,5.14438011,0.11399999999999999,3.61,1.43,3.6500000000000004,92.15,1077.0,1.5,5060.0,0.77,0.81,-0.03,1.0,4.58,Super Earth
1.0,1.0,18.45847097,0.057,165.55,2.12,11.649999999999999,80.0,870.5,2.0,5261.0,0.81,0.85,-0.06,1.0,4.56,Neptune-like
1.0,1.0,25.9422033,0.1805,3.61,1.93,3.6500000000000004,13.9,750.0,1.5,5044.0,0.77,0.81,-0.03,1.0,4.58,Super Earth
1.0,1.0,33.3855938,0.0285,238.5,2.57,11.649999999999999,109.55,818.5,2.0,5792.0,1.02,1.02,0.05,1.0,4.42,Neptune-like
1.0,3.0,1403.0,0.41,909.5,12.895,965.147,0.32,253.5,2.0,5466.0,0.9,0.99,0.27,1.0,3.54,Gas Giant
1.0,1.0,7.71468975,0.0,325.0395,2.66,11.649999999999999,163.5,1373.0,2.0,6761.0,1.74,1.46,0.03,1.0,4.12,Neptune-like
1.0,1.0,4.44448017,0.3725,4.4,1.78,3.6500000000000004,2406.5,1334.5,2.0,5961.0,1.09,1.06,0.0,1.0,4.39,Super Earth
1.0,1.0,3.98953967,0.042,161.515,1.23,3.6500000000000004,338.5,863.5,2.0,5476.0,0.87,0.9,-0.03,1.0,4.52,Super Earth
1.0,1.0,12.98495573,0.37034999999999996,4.4,1.78,3.6500000000000004,211.0,1006.0,2.0,6116.0,1.09,1.06,-0.13,1.0,4.4,Super Earth
1.0,1.0,5.69919514,0.0765,909.5,1.23,3.6500000000000004,145.5,741.5,2.0,5715.0,0.94,1.0,0.05,1.0,4.49,Super Earth
1.0,1.0,18.11472949,0.02,21.815,2.5,11.649999999999999,174.5,1249.0,2.0,6187.0,1.35,1.21,0.11,1.0,4.26,Neptune-like
1.0,1.0,6.24146367,0.16535,60.515,1.52,3.6500000000000004,207.5,849.0,2.0,6098.0,1.16,1.1,-0.01,1.0,4.35,Super Earth
1.0,2.0,20.42228798,0.02,23.884999999999998,1.84,3.6500000000000004,174.5,1009.0,2.0,6194.0,1.29,1.19,0.08,1.0,4.29,Super Earth
1.0,2.0,7.63846023,0.10500000000000001,0.075,1.13,3.6500000000000004,750.85,1473.0,2.0,6194.0,1.29,1.19,0.08,1.0,4.29,Super Earth
1.0,1.0,70.6979061,0.018,909.5,1.76,3.6500000000000004,219.0,729.5,2.0,5875.0,0.9,0.97,-0.21,1.0,4.52,Super Earth
1.0,1.0,3.744439,0.3725,2.1574999999999998,1.09,3.6500000000000004,2406.5,1334.5,2.0,5961.0,1.25,1.14,0.19,1.0,4.3,Super Earth
