sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,planet_type
2.0,2.0,1945.0,0.041,3.16,13.275,198.0,0.32,150.5,3.5,5303.0,2.01,0.91,0.1,2.0,3.79,Gas Giant
2.0,2.0,37.91,0.3,0.229,4.18,25.0,30.509999999999998,601.5,3.5,5303.0,2.01,0.91,0.1,2.0,3.79,Neptune-like
1.0,1.0,711.0,0.4,1.93,13.74,2080.0,456.5,831.5,2.0,4970.0,10.09,1.91,-0.21,1.0,2.9,Gas Giant
1.0,1.0,2085.10024027,0.732073,4.332646,13.74,2439.44256,24631.25,2775.0,5.0,10135.0,7.975,2.5,-0.0445,5.0,3.805,Gas Giant
1.0,1.0,63.33,0.03,0.33,13.275,479.9233,1267.0,1995.0,2.0,6027.0,1.07,1.62,0.15,1.0,4.59,Gas Giant
1.0,2.0,4.36304899,0.376428,0.053918,5.73,10.33369,144.8,908.0,1.5,5647.0,1.31,1.1,-0.025,5.0,4.29,Neptune-like
1.0,2.0,36336.70678753,0.174465,22.187701,10.805,3171.50491,0.125,660.5,1.5,5647.0,1.31,1.1,-0.2395,5.0,4.29,Gas Giant
1.0,1.0,84.96275604,0.227859,0.406294,15.830000000000002,72.85079,11.96,370.0,2.5,5213.0,1.31,1.24,0.19499999999999998,5.0,4.355,Gas Giant
1.0,1.0,270.66,0.34,0.86,13.275,238.37131,4.095000000000001,1005.5,2.0,5873.0,1.125,1.15,0.22,1.0,4.24,Gas Giant
1.0,1.0,58.83,0.07,0.297,12.895,947.1334,322.355,1174.0,3.0,5920.0,1.335,1.01,0.05,1.0,4.65,Gas Giant
1.0,1.0,14901.99295308,0.165353,10.780317,10.805,3514.14627,0.125,899.5,1.0,4864.0650000000005,0.6950000000000001,0.75,0.1725,5.0,4.575,Gas Giant
1.0,1.0,1757.39150946,0.596681,3.49516,15.830000000000002,9165.5058,2330.0,1048.5,4.0,5711.0,4.385,1.82,-0.060000000000000005,5.0,3.805,Gas Giant
1.0,1.0,9.6737,0.0,0.08,4.15,6.3566,44.2,659.0,0.0,4691.0,0.74,0.29,0.08,1.0,4.17,Neptune-like
2.0,3.0,557.69994314,0.4465,1.348279,12.895,944.27564,1.71,303.5,2.0,5869.0,1.07,1.05,0.165,5.0,4.4,Gas Giant
2.0,3.0,4.15466389,0.148622,0.051386,4.18,15.17685,579.0,1080.5,2.0,5869.0,1.07,1.05,0.03,5.0,4.4,Neptune-like
2.0,3.0,2822.726978,0.114614,3.979432,13.74,2352.38976,0.2,147.5,2.0,5869.0,1.07,1.05,0.235,5.0,4.4,Gas Giant
1.0,1.0,133.60001,0.04,0.54,10.695,622.9468,49.0,877.0,0.5,4835.0,11.02,0.67,-0.57,1.0,2.18,Gas Giant
1.0,1.0,960.41,0.035,1.837,15.830000000000002,75.32571,0.7000000000000001,195.5,2.0,5638.0,0.98,0.9,-0.1,1.0,4.38,Gas Giant
1.0,2.0,262.70862,0.38,0.84,12.895,772.3269,410.605,918.0,2.0,5645.0,1.2,1.2,0.36,1.0,4.36,Gas Giant
1.0,2.0,1708.0,0.031,2.8145,10.695,575.884,0.32,150.5,2.0,5748.0,1.11,1.02,0.36,1.0,4.390000000000001,Gas Giant
3.0,1.0,1257.25302691,0.547783,2.248182,42.551,119.96298,0.7000000000000001,191.0,2.0,5634.5,1.0050000000000001,0.96,0.046,5.0,4.27,Gas Giant
1.0,1.0,65.78395386,0.239894,0.287149,4.18,26.61699,38.8,570.0,1.0,5417.5,0.97,0.73,0.13,5.0,4.455,Neptune-like
1.0,2.0,453.019,0.303,1.084,10.695,562.24127,49.0,1190.0,1.0,5128.0,0.76,0.83,-0.14500000000000002,5.0,4.61,Gas Giant
1.0,2.0,921.538,0.159,1.74,15.830000000000002,1204.25787,0.525,247.5,1.0,5128.0,0.76,0.83,0.185,5.0,4.61,Gas Giant
1.0,1.0,298.2,0.57,0.87,13.275,282.8687,0.9199999999999999,704.0,1.0,4875.0,0.85,0.65,0.17,1.0,4.52,Gas Giant
1.0,1.0,1840.0,0.7,2.9,13.275,508.507,0.32,150.5,2.0,5448.5,5.8100000000000005,0.99,0.25,1.0,3.435,Gas Giant
1.0,1.0,10.70871,0.029,0.0925,13.275,365.49,565.3,1638.5,2.0,5387.0,0.85,0.92,0.08499999999999999,5.0,4.52,Gas Giant
1.0,1.0,896.0,0.181,2.01,10.695,572.094,20.15,159.5,3.0,4846.0,4.44,1.34,0.13,5.0,3.18,Gas Giant
1.0,1.0,2613.0,0.563,4.1,15.830000000000002,1052.0173,0.32,137.5,3.0,5671.0,2.39,1.35,0.065,5.0,3.72,Gas Giant
1.0,1.0,471.60001,0.27,1.25,10.805,3480.2385,0.09999999999999999,465.0,2.5,4175.0,38.41,2.24,-0.37,1.0,1.62,Gas Giant
1.0,1.0,974.0,0.34,1.98,15.830000000000002,1709.9254,0.55,257.5,2.0,5783.0,1.34,1.03,0.14,1.0,4.2,Gas Giant
3.0,1.0,1544.0,0.22,2.62,13.275,473.547,0.32,214.5,2.5,6289.0,1.3,1.23,-0.03,5.0,4.3,Gas Giant
2.0,3.0,649.0,0.33,1.44,13.275,451.3186,0.505,256.0,2.0,5799.0,1.59,0.95,-0.306,1.0,4.39,Gas Giant
2.0,3.0,3568.0,0.49,4.49,10.805,133.4886,0.18,100.0,2.0,5799.0,1.59,0.95,-0.306,1.0,4.39,Gas Giant
2.0,3.0,5769.0,0.61,6.15,12.895,794.575,0.125,97.5,2.0,5805.0,0.97,0.93,-0.281,1.0,4.41,Gas Giant
1.0,2.0,3.2696,0.45,0.0444,3.965,10.1,1720.9,1634.0,2.0,5966.0,1.105,1.09,0.14,1.0,4.43,Neptune-like
1.0,2.0,1291.5646,0.11,2.3928,4.18,29.29,0.7000000000000001,191.0,2.0,5966.0,1.105,1.09,0.14,1.0,4.43,Neptune-like
1.0,2.0,258.17999,0.23,0.81,13.275,511.7063,225.5,394.0,2.0,5736.0,1.22,1.1,0.28,1.0,4.31,Gas Giant
1.0,2.0,5000.0,0.12,5.8,13.275,260.0,0.18,100.0,2.0,5585.0,1.25,1.1,0.28,1.0,4.445,Gas Giant
1.0,1.0,2422.32596749,0.164345,4.183784,15.830000000000002,1880.61597,0.2,912.5,2.0,4964.0,4.845,1.65,0.20500000000000002,5.0,3.31,Gas Giant
1.0,1.0,1187.5976527,0.344143,2.325263,12.895,4174.7703,0.09,679.0,2.5,5803.5,1.1400000000000001,1.18,0.185,5.0,4.365,Gas Giant
1.0,3.0,11.57797,0.0,0.0964,1.664,4.72,111.6,905.0,3.5,5664.0,1.06,0.87,-0.24,2.0,4.39,Super Earth
1.0,3.0,27.59221,0.0,0.1721,2.916,11.24,35.1,677.0,3.5,5664.0,1.06,0.87,-0.24,2.0,4.39,Neptune-like
1.0,3.0,107.245,0.0,0.425,2.562,8.82,5.74,431.0,3.5,5664.0,1.06,0.87,-0.24,2.0,4.39,Neptune-like
1.0,1.0,464.29999,0.25,1.29,10.695,680.1562,49.0,877.0,2.0,4989.0,3.78,1.48,-0.11,1.0,3.45,Gas Giant
1.0,1.0,4540.0,0.103,5.13,13.275,266.97586,0.18,100.0,2.0,5773.19,1.19,0.88,-0.217,1.0,4.23,Gas Giant
1.0,1.0,142.22894586,0.651427,0.534309,15.830000000000002,51.25631,2.865,382.5,1.5,5356.5,0.93,1.0,-0.060000000000000005,5.0,4.4399999999999995,Gas Giant
1.0,1.0,330.0,0.36,0.89,13.385,63.566,0.935,260.5,1.5,5181.0,0.88,0.68,0.19,1.0,4.39,Gas Giant
1.0,2.0,1.62116,0.0,0.02732,1.31,4.04,95.7,2130.0,2.0,5799.0,1.59,1.04,-0.03,1.0,4.05,Super Earth
1.0,2.0,479.9,0.477,1.2163,13.74,2434.5656,3.335,370.0,2.0,5799.0,1.59,1.04,-0.03,1.0,4.05,Gas Giant
1.0,2.0,14.1815,0.071,0.10519,5.73,11.2,115.5,955.5,1.0,5035.0,0.78,0.77,-0.21,1.0,3.58,Neptune-like
1.0,2.0,53.753,0.156,0.2554,2.235,9.96,13.9,589.0,1.0,5035.0,0.78,0.77,-0.21,1.0,3.58,Neptune-like
1.0,2.0,19.382,0.02,0.154,13.275,274.91,1463.5,1778.5,3.0,6255.0,1.67,1.29,0.01,1.0,4.11,Gas Giant
1.0,2.0,931.0,0.12,2.03,15.830000000000002,1630.4,0.66,257.5,3.0,6255.0,1.67,1.29,0.01,1.0,4.11,Gas Giant
1.0,1.0,4218.0,0.02,5.15,15.725999999999999,699.226,0.18,100.0,2.0,5867.0,1.25,1.3,0.05,1.0,4.36,Gas Giant
1.0,1.0,1124.79139251,0.098928,2.948979,15.475000000000001,6315.52561,6880.0,2447.0,5.0,7700.5,7.975,2.69,0.25,5.0,3.805,Gas Giant
1.0,1.0,11.53533,0.251,0.1097,11.5,131.89945,356.0,1228.0,2.0,5521.0,2.34,1.32,0.29,1.0,3.82,Gas Giant
1.0,1.0,2721.2347924,0.681467,5.250541,12.895,5001.77608,4555.08,679.0,5.0,7700.5,7.975,2.58,0.13999999999999999,5.0,3.805,Gas Giant
1.0,2.0,9.02377598,0.472252,0.084501,4.18,14.64775,158.45,1409.5,1.0,5755.0,0.9750000000000001,0.99,0.16,5.0,4.39,Neptune-like
1.0,2.0,7417.50547213,0.607482,7.343138,15.830000000000002,1685.33019,0.125,164.0,1.0,5755.0,0.9750000000000001,0.99,0.36,5.0,4.39,Gas Giant
1.0,1.0,15.5083,0.16,0.1238,4.18,13.63484,500.5,1099.0,2.0,5885.38,1.39,1.05,0.025,1.0,4.17,Neptune-like
1.0,4.0,94.44,0.04,0.415,10.805,143.34133,884.3,928.0,1.0,5600.0,0.995,1.07,0.35,1.0,4.28,Gas Giant
1.0,4.0,201.99,0.048,0.689,13.275,422.7139,22.150000000000002,494.5,1.0,5600.0,0.995,1.07,0.35,1.0,4.28,Gas Giant
1.0,4.0,1069.8,0.074,2.09,13.275,375.0394,0.505,229.5,1.0,5600.0,0.995,1.07,0.35,1.0,4.28,Gas Giant
1.0,4.0,5000.0,0.26,5.0,13.275,209.7678,0.18,100.0,1.0,5600.0,0.995,1.07,0.35,1.0,4.28,Gas Giant
1.0,1.0,653.21997,0.41,1.5,10.805,3079.7727,2902.58,935.0,2.0,5870.0,1.03,1.09,0.11,1.0,4.45,Gas Giant
2.0,3.0,108.45298959,0.129711,0.474065,15.830000000000002,81.62789,174.5,695.0,3.0,6196.0,1.26,1.21,0.0265,5.0,4.41,Gas Giant
2.0,3.0,351.43394308,0.157528,1.038376,13.275,395.51812,1267.0,1655.5,3.0,6196.0,1.26,1.21,0.23,5.0,4.41,Gas Giant
2.0,3.0,10159.64279484,0.276797,9.815941,10.805,3521.33769,0.125,899.5,3.0,6196.0,1.26,1.21,0.22000000000000003,5.0,4.41,Gas Giant
2.0,1.0,1928.0,0.53,2.93,15.830000000000002,1411.1652,0.55,189.5,2.0,5421.0,1.04,0.9,0.19,1.0,4.35,Gas Giant
3.0,1.0,1299.0,0.0,2.78,12.895,975.7381,0.32,194.0,3.5,4922.0,4.63,3.5,0.17,1.0,3.65,Gas Giant
1.0,1.0,386.29999,0.5,1.06,10.695,530.7761,41.15,332.5,2.0,5940.0,1.04,1.07,0.13,1.0,4.44,Gas Giant
1.0,1.0,2.1974,0.07,0.0379,13.275,384.5743,2650.0,1787.5,3.0,6380.0,1.35,1.51,0.15,1.0,4.37,Gas Giant
1.0,1.0,1039.15,0.197,1.988,15.830000000000002,1122.57556,0.525,253.5,2.0,5507.0,0.92,0.97,0.14,1.0,4.47,Gas Giant
1.0,1.0,40.43913587,0.820894,0.242129,4.18,20.42286,76.15,664.0,2.5,5553.5,1.875,1.16,-0.035,5.0,4.005,Neptune-like
1.0,1.0,103.95,0.31,0.45,15.830000000000002,1913.3366,3.335,1383.0,2.0,6014.0,1.05,1.2,0.11,1.0,4.47,Gas Giant
1.0,1.0,176.3,0.11,0.76,10.695,708.7609,49.0,1350.5,2.0,4769.0,10.52,1.23,-0.25,1.0,2.48,Gas Giant
1.0,2.0,15732.45889178,0.392756,11.938641,15.830000000000002,1582.94652,0.125,835.0,1.0,5413.0,1.025,0.91,0.0825,5.0,4.44,Gas Giant
1.0,1.0,2751.53433458,0.077973,4.888326,12.895,762.59821,0.32,137.5,2.5,4564.5,16.985,2.06,-0.09,5.0,3.805,Gas Giant
1.0,2.0,5.77152,0.172,0.0634,4.18,6.44,129.0,1480.0,2.0,5765.0,0.99,1.02,0.19,1.0,4.38,Neptune-like
1.0,2.0,13.5052,0.305,0.1117,4.15,5.59,129.0,1480.0,2.0,5765.0,0.99,1.02,0.19,1.0,4.38,Neptune-like
1.0,2.0,44.236,0.4686,0.2388,10.695,674.0,1009.25,1571.5,2.0,5441.0,0.9299999999999999,0.93,0.1,1.0,4.42,Gas Giant
1.0,2.0,1008.0,0.133,1.922,13.74,2080.0,0.55,312.0,2.0,5441.0,0.9299999999999999,0.93,0.1,1.0,4.42,Gas Giant
2.0,1.0,86.78,0.07,0.323,4.18,28.55,21.900000000000002,481.0,0.0,4156.0,32.46,0.6,0.19,1.0,1.7,Neptune-like
2.0,1.0,528.4,0.26,1.32,13.275,385.0,1.7950000000000002,326.5,2.0,5883.0,1.12,1.11,0.06,1.0,4.51,Gas Giant
1.0,1.0,676.6,0.155,1.7,13.275,356.28743,0.87,159.5,3.0,4946.0,5.01,1.43,0.155,5.0,3.23,Gas Giant
2.0,2.0,116.596,0.207,0.522,15.830000000000002,1633.6462,549.615,996.5,2.0,5972.0,2.29,1.38,0.03,1.0,3.86,Gas Giant
2.0,2.0,491.54,0.23,1.36,12.895,731.009,1.71,288.5,2.0,5972.0,2.29,1.38,0.03,1.0,3.86,Gas Giant
1.0,1.0,1027.0,0.52,2.45,13.275,270.144,1.395,229.5,2.0,6308.0,1.21,1.22,0.29,1.0,4.56,Gas Giant
1.0,2.0,328.55,0.587,0.993,13.275,390.9309,1560.5,724.0,3.0,6032.0,1.34,1.21,0.24,1.0,4.43,Gas Giant
1.0,2.0,5062.0,0.125,6.15,15.830000000000002,1640.0028,0.125,147.5,3.0,6032.0,1.34,1.21,0.24,1.0,4.43,Gas Giant
1.0,1.0,331.5,0.16,1.04,13.275,413.179,393.5,1709.0,1.0,5025.0,3.86,1.64,0.08,1.0,3.48,Gas Giant
1.0,1.0,2.87589,0.0,0.042105000000000004,8.295,120.7754,866.045,918.0,2.0,6179.0,1.41,1.42,0.32,1.0,4.37,Gas Giant
1.0,1.0,4.07182,0.0167,0.053,13.275,422.7139,457.0,1156.0,2.0,5856.0,1.44,1.2,0.29,1.0,4.279999999999999,Gas Giant
1.0,1.0,16521.52777877,0.357139,12.278296,10.805,3878.07724,0.125,835.0,2.0,5438.0,0.86,0.93,0.215,5.0,4.585,Gas Giant
1.0,1.0,562.0,0.2,1.4,12.895,762.78818,104.08500000000001,884.0,1.0,4153.0,16.2,1.3,-0.25,1.0,2.1,Gas Giant
1.0,1.0,428.5,0.031,1.262,12.895,874.0325,49.0,729.0,3.0,4947.0,4.67,1.46,-0.030000000000000002,5.0,3.18,Gas Giant
1.0,1.0,5894.0,0.38,6.7,12.895,861.28,0.125,97.5,2.0,5961.0,0.96,1.17,-0.01,1.0,4.5,Gas Giant
1.0,2.0,21.89287913,0.49556,0.159926,4.18,37.24604,225.55,1086.0,2.5,5686.5,1.2650000000000001,1.14,-0.06999999999999999,5.0,4.445,Neptune-like
1.0,2.0,18144.7623572,0.137994,14.10056,15.830000000000002,1634.10971,0.125,1252.0,2.5,5686.5,1.2650000000000001,1.14,0.215,5.0,4.445,Gas Giant
1.0,1.0,2918.92,0.532,4.187,12.895,845.74563,0.2,137.5,2.0,5907.0,1.13,1.15,0.29,1.0,4.37,Gas Giant
1.0,1.0,686.5,0.04,1.66,10.695,594.02427,49.0,159.5,3.0,5027.0,5.14,1.3,-0.19,5.0,3.29,Gas Giant
1.0,2.0,11.6264,0.14,0.1053,3.41,11.56,255.7,1627.5,2.0,6310.0,1.43,1.15,-0.16,1.0,4.19,Neptune-like
1.0,2.0,24.38,0.115,4.39,5.83,27.5,970.85,1058.0,2.0,6310.0,1.43,1.15,-0.16,1.0,4.19,Neptune-like
1.0,2.0,4.75615,0.09,0.0522,1.64,7.51,171.45,1001.0,1.0,5125.0,0.86,0.9,0.15,1.0,4.53,Super Earth
1.0,2.0,17.1784,0.05,0.1268,2.39,8.11,27.25,642.0,1.0,5125.0,0.86,0.9,0.15,1.0,4.53,Super Earth
1.0,3.0,7.29902668,0.065355,0.068049,4.18,20.05856,115.48,1056.0,1.0,5181.5,0.825,0.79,0.060000000000000005,5.0,4.535,Neptune-like
1.0,3.0,15.27017677,0.511322,0.111312,4.18,17.30766,115.48,917.5,1.0,5181.5,0.825,0.79,0.01,5.0,4.535,Neptune-like
1.0,3.0,40654.64809444,0.151517,21.349779,15.830000000000002,8680.48112,0.125,1235.5,1.0,5181.5,0.825,0.79,-0.2395,5.0,4.535,Gas Giant
1.0,1.0,499.39999,0.34,1.28,12.895,937.5985,1.71,288.5,2.5,6124.0,1.28,1.25,-0.01,1.0,4.32,Gas Giant
1.0,1.0,18.56,0.344,0.134,4.15,6.6,45.15,703.5,1.0,5374.0,0.875,0.91,0.28,1.0,4.37,Neptune-like
1.0,1.0,3341.55884,0.04,4.21,13.275,260.6206,0.18,100.0,1.5,5468.0,0.85,0.71,-0.11,1.0,4.43,Gas Giant
1.0,1.0,163.94,0.61,0.6,15.830000000000002,1706.7471,697.5,1401.5,2.0,5743.0,1.32,1.18,0.25,1.0,4.27,Gas Giant
1.0,2.0,408.60001,0.46,1.29,12.895,778.6835,1.71,303.5,2.0,5589.0,2.3,1.96,-0.22,1.0,4.01,Gas Giant
1.0,2.0,3452.0,0.06,5.36,12.895,819.97,0.18,100.0,2.0,5605.0,1.76,1.72,-0.2,1.0,3.82,Gas Giant
1.0,1.0,352.65,0.21,1.04,13.275,238.37131,1359.0,578.5,3.0,6239.0,1.2349999999999999,1.22,0.05,1.0,4.26,Gas Giant
2.0,1.0,818.8,0.04,2.0,12.895,826.358,20.355,187.5,1.0,4960.0,5.03,1.69,0.08,1.0,3.17,Gas Giant
1.0,2.0,194.3,0.17,0.63,13.275,314.6517,1295.59,774.0,2.0,5905.0,1.38,1.15,-0.6,1.0,4.22,Gas Giant
1.0,2.0,391.9,0.16,1.02,13.275,261.0,1.7950000000000002,326.5,2.0,5900.0,1.5550000000000002,0.92,-0.51,1.0,4.16,Gas Giant
1.0,2.0,1.87567261,-0.079533,0.030046,4.15,7.50192,1858.76,1382.5,2.0,5582.0,0.94,1.03,0.015,5.0,4.529999999999999,Neptune-like
1.0,2.0,17202.19446178,0.07103,13.125939,15.830000000000002,1849.85628,0.125,1252.0,2.0,5582.0,0.94,1.03,0.215,5.0,4.529999999999999,Gas Giant
1.0,2.0,21.85848995,0.108643,0.166479,4.18,17.14419,500.5,785.0,3.0,5848.0,1.025,1.29,0.0905,5.0,4.46,Neptune-like
1.0,2.0,7841.58389773,0.391098,8.301568,15.830000000000002,1661.50392,0.125,164.0,3.0,5848.0,1.025,1.29,0.36,5.0,4.46,Gas Giant
1.0,2.0,133.40355381,0.647243,0.501896,10.805,2995.22334,3209.5,1737.5,1.5,5666.0,0.915,0.94,0.15499999999999997,5.0,4.51,Gas Giant
1.0,2.0,4818.25358194,0.260544,5.484633,10.805,3207.01405,0.125,164.0,1.5,5666.0,0.915,0.94,0.175,5.0,4.51,Gas Giant
1.0,1.0,842.2,0.22,1.88,13.275,235.18,0.7000000000000001,235.5,3.0,5900.0,2.16,1.25,-0.12,1.0,4.07,Gas Giant
1.0,2.0,4.6455,0.0,0.05,1.685,4.15,67.75,1364.5,1.5,4850.0,0.72,0.77,0.05,1.0,4.6,Super Earth
1.0,2.0,811.3,0.089,1.57,4.18,31.4968,0.87,159.5,1.5,4903.69,0.77,0.79,0.049,1.0,4.55,Neptune-like
2.0,1.0,359.51001,0.85,1.12,10.805,3391.2461,2902.58,1964.5,2.5,6090.0,1.9,1.38,0.15,1.0,4.02,Gas Giant
1.0,1.0,521.0,0.29,1.5,13.275,486.2799,49.0,930.5,2.0,4860.0,4.5,1.3,0.19,1.0,3.24,Gas Giant
1.0,5.0,2.178,0.0,5.015000000000001,1.4585,2.22,579.0,1068.5,2.0,5877.0,1.21,1.08,0.083,5.0,4.359999999999999,Super Earth
1.0,5.0,3.432,0.0,3.037,4.33,5.6,579.0,1068.5,2.0,5877.0,1.21,1.08,0.088,5.0,4.359999999999999,Neptune-like
1.0,5.0,5.1980814,0.0,0.056499999999999995,5.73,5.41,579.0,1068.5,2.0,5877.0,1.21,1.08,0.088,5.0,4.359999999999999,Neptune-like
1.0,5.0,7.951,0.0,3.052,4.15,6.08,579.0,1068.5,2.0,5877.0,1.21,1.08,0.126,5.0,4.359999999999999,Neptune-like
1.0,5.0,12.028,0.15,60.515,4.15,6.14,579.0,1068.5,2.0,5877.0,1.21,1.08,0.075,5.0,4.359999999999999,Neptune-like
1.0,1.0,820.2,0.13,2.1,12.895,4449.62,0.09999999999999999,1231.5,1.0,4069.0,50.3,1.8,-0.2,1.0,1.4,Gas Giant
1.0,2.0,12.62,0.02,0.11,13.275,359.13,1680.5,1855.0,2.0,6123.0,1.12,1.12,0.05,1.0,4.55,Gas Giant
1.0,2.0,248.4,0.075,0.8,10.695,603.9,1184.5,511.0,2.0,6123.0,1.12,1.12,0.05,1.0,4.55,Gas Giant
1.0,2.0,1184.1,0.024,2.32,10.695,704.94694,0.32,229.5,2.5,5534.0,2.13,1.19,-0.0049999999999999906,5.0,3.92,Gas Giant
1.0,2.0,351.0,0.184,1.032,13.275,244.09344,1.4100000000000001,370.0,2.5,5534.0,2.13,1.19,0.045,5.0,3.92,Gas Giant
1.0,2.0,577.2,0.095,1.492,13.275,296.85322,0.87,196.5,1.0,4915.0,3.49,1.33,0.22,1.0,3.5149999999999997,Gas Giant
1.0,2.0,2149.0,0.099,3.584,15.830000000000002,1150.5446,0.32,137.5,1.0,4915.0,3.49,1.33,0.22,1.0,3.5149999999999997,Gas Giant
1.0,4.0,645.0,0.551,4.39,15.830000000000002,1366.66215,0.55,257.5,2.0,5773.0,1.33,1.13,0.28,1.0,4.2,Gas Giant
1.0,4.0,3947.0,0.02,4.39,15.830000000000002,1398.44499,0.125,147.5,2.0,5773.0,1.33,1.13,0.28,1.0,4.2,Gas Giant
1.0,4.0,9.6392,0.1,2.175,3.729,11.649999999999999,129.0,1480.0,2.0,5773.0,1.33,1.13,0.28,1.0,4.2,Neptune-like
1.0,4.0,307.9,0.5034894999999999,4.39,13.74,2224.79885,151.115,1161.0,2.0,5773.0,1.33,1.13,0.28,1.0,4.2,Gas Giant
1.0,1.0,279.3,0.044,0.85,13.275,181.16219,0.9199999999999999,246.0,2.0,4786.0,10.95,1.06,-0.21,1.0,2.38,Gas Giant
2.0,1.0,75.523,0.25,0.36,15.830000000000002,82.6358,46.2,1278.5,2.0,5757.0,1.48,1.11,0.13,1.0,4.14,Gas Giant
1.0,1.0,990.0,0.6,2.12,15.830000000000002,1620.933,0.66,257.5,2.0,5981.0,1.72,1.63,0.3,1.0,4.18,Gas Giant
1.0,1.0,8.4282,0.28,0.08,10.805,3127.4472,307.09,868.5,0.0,4723.0,0.75,0.42,-0.1,1.0,4.31,Gas Giant
1.0,2.0,75.2203,0.7441,0.362,13.275,249.05159,408.5,1215.0,2.5,5522.0,1.76,1.12,0.155,5.0,3.97,Gas Giant
1.0,2.0,1272.0,0.08,2.39,10.695,699.54383,0.32,229.5,2.5,5522.0,1.76,1.12,-0.0049999999999999906,5.0,3.97,Gas Giant
2.0,1.0,17.24,0.2,0.14,4.18,22.1,249.55,1205.5,2.0,6029.0,1.1,1.2,0.06,1.0,4.4350000000000005,Neptune-like
2.0,1.0,280.17,0.238,0.87,10.805,140.79869,4.095000000000001,301.0,2.0,5859.0,1.11,1.12,0.2,1.0,4.5,Gas Giant
2.0,1.0,40.0,0.088,0.23,4.18,16.14,109.55,710.0,2.0,5790.0,1.025,0.99,-0.04,1.0,4.44,Neptune-like
1.0,1.0,641.472,0.35,1.331,10.695,635.0,49.0,733.0,1.0,4684.0,0.75,0.77,0.24,5.0,4.51,Gas Giant
1.0,4.0,1207.0,0.08,2.16,42.551,116.0,0.645,195.5,2.0,5390.0,0.95,0.93,0.18,1.0,4.46,Gas Giant
1.0,4.0,75.74,0.12,0.341,4.18,13.0,33.65,429.0,2.0,5390.0,0.95,0.93,0.18,1.0,4.46,Neptune-like
1.0,4.0,12.458,0.12,0.103,1.685,4.0,45.15,703.5,2.0,5390.0,0.95,0.93,0.18,1.0,4.46,Super Earth
1.0,4.0,41.763,0.086,0.2292,3.965,10.52012,29.5,584.0,2.0,5393.43,1.0,0.92,0.197,1.0,4.4,Neptune-like
1.0,1.0,434.5,0.2,1.13,12.895,918.5287,1.71,250.0,2.0,5426.0,0.95,1.02,0.09,1.0,4.49,Gas Giant
1.0,1.0,270.0,0.63,0.94,15.830000000000002,2040.0,3.335,983.0,3.0,6317.0,1.93,1.5,0.37,1.0,4.06,Gas Giant
1.0,1.0,5144.0,0.734,5.42,15.830000000000002,1121.89,0.125,97.5,1.0,5127.0,0.825,0.81,-0.09,1.0,4.43,Gas Giant
1.0,1.0,420.77,0.089,1.32,10.695,540.29,49.0,800.5,2.5,5038.0,4.385,1.72,-0.004999999999999999,5.0,3.41,Gas Giant
1.0,1.0,20.6532,0.149,0.1512,13.275,270.15415,93.85,1081.5,2.0,4851.0,9.7,1.08,-0.67,1.0,2.5,Gas Giant
1.0,1.0,15.1479,0.12,0.1192,5.73,9.53485,129.0,871.5,2.0,5778.33,1.21,0.99,0.018,1.0,4.27,Neptune-like
1.0,2.0,58.11187301,0.529979,0.292241,13.74,2422.83767,456.5,1161.0,1.5,5809.5,1.155,0.98,0.145,5.0,4.34,Gas Giant
1.0,2.0,1753.10959642,0.20976,2.840843,12.895,5733.43678,5.08,228.5,1.5,5809.5,1.155,0.98,0.21,5.0,4.34,Gas Giant
1.0,1.0,6.404,0.11,0.07,15.830000000000002,85.8141,740.8,1548.0,2.0,5570.0,1.09,1.07,-0.08,1.0,4.39,Gas Giant
1.0,1.0,14773.93271605,0.186773,10.932103,13.74,2146.32971,0.125,899.5,1.0,5067.5,0.76,0.8,0.0825,5.0,4.425000000000001,Gas Giant
1.0,1.0,533.0,0.64,1.36,13.74,2793.7257,307.01,868.5,2.0,4374.0,21.66,1.86,-0.27,1.0,2.04,Gas Giant
1.0,1.0,6707.49126331,0.664501,6.469422,13.74,2885.45006,0.125,164.0,1.0,5181.5,0.825,0.79,-0.03,5.0,4.535,Gas Giant
1.0,2.0,225.67371788,0.293956,0.764552,12.895,803.57766,410.605,926.5,2.5,5442.5,2.7600000000000002,1.17,0.12,5.0,3.805,Gas Giant
1.0,2.0,1818.82339336,0.246156,3.073402,13.74,2259.86363,0.55,312.0,2.5,5442.5,2.7600000000000002,1.17,0.065,5.0,3.805,Gas Giant
2.0,1.0,1145.0,0.11,2.24,13.275,209.7678,0.7000000000000001,191.0,2.0,5842.0,1.24,1.1,0.29,1.0,4.3,Gas Giant
1.0,1.0,359.89999,0.17,1.31,10.805,3219.6179,0.09999999999999999,868.5,3.0,4326.0,13.58,6.73,0.18,1.0,3.0,Gas Giant
1.0,1.0,550.0,0.59,1.32,12.895,832.7146,1.71,250.0,2.0,5671.0,2.47,1.53,-0.48,1.0,3.84,Gas Giant
1.0,1.0,1532.0,0.234,2.57,12.895,864.4976,0.32,189.0,2.0,5440.0,1.01,0.96,0.2,1.0,4.465,Gas Giant
